Iter      Nev            
   1      2,081026E+001
   2      2,060387E+001
   3      2,060387E+001
   4      2,060387E+001
   5      2,060387E+001
   6      2,060387E+001
   7      2,060387E+001
   8      2,060387E+001
   9      2,060387E+001
  10      2,060387E+001
  11      2,060387E+001
  12      2,060387E+001
  13      2,060387E+001
  14      2,060387E+001
  15      2,060387E+001
  16      2,060387E+001
  17      2,060387E+001
  18      2,060387E+001
  19      2,060387E+001
  20      2,060387E+001
  21      2,060387E+001
  22      2,060387E+001
  23      2,060387E+001
  24      2,060387E+001
  25      2,060387E+001
  26      2,060387E+001
  27      2,060387E+001
  28      2,060387E+001
  29      2,060387E+001
  30      2,060387E+001
  31      2,060387E+001
  32      2,060387E+001
  33      2,060387E+001
  34      2,060387E+001
  35      2,060387E+001
  36      2,060387E+001
  37      2,060387E+001
  38      2,060387E+001
  39      2,060387E+001
  40      2,060387E+001
  41      2,060387E+001
  42      2,060387E+001
  43      2,060387E+001
  44      2,060387E+001
  45      2,060387E+001
  46      2,060387E+001
  47      2,060387E+001
  48      2,060387E+001
  49      2,060387E+001
  50      2,060387E+001
  51      2,060387E+001
  52      2,060387E+001
  53      2,060387E+001
  54      2,060387E+001
  55      2,060387E+001
  56      2,060387E+001
  57      2,060387E+001
  58      2,060387E+001
  59      2,060387E+001
  60      2,060387E+001
  61      2,060387E+001
  62      2,060387E+001
  63      2,060387E+001
  64      2,060387E+001
  65      2,060387E+001
  66      2,060387E+001
  67      2,060387E+001
  68      2,060387E+001
  69      2,060387E+001
  70      2,060387E+001
  71      2,060387E+001
  72      2,060387E+001
  73      2,060387E+001
  74      2,060387E+001
  75      2,060387E+001
  76      2,060387E+001
  77      2,060387E+001
  78      2,060387E+001
  79      2,060387E+001
  80      2,060387E+001
  81      2,060387E+001
  82      2,060387E+001
  83      2,060387E+001
  84      2,060387E+001
  85      2,060387E+001
  86      2,060387E+001
  87      2,060387E+001
  88      2,060387E+001
  89      2,060387E+001
  90      2,060387E+001
  91      2,060387E+001
  92      2,060387E+001
  93      2,060387E+001
  94      2,060387E+001
  95      2,060387E+001
  96      2,060387E+001
  97      2,060387E+001
  98      2,060387E+001
  99      2,060387E+001
 100      2,060387E+001
 101      2,060387E+001
 102      2,060387E+001
 103      2,060387E+001
 104      2,060387E+001
 105      2,060387E+001
 106      2,060387E+001
 107      2,060387E+001
 108      2,060387E+001
 109      2,060387E+001
 110      2,060387E+001
 111      2,060387E+001
 112      2,060387E+001
 113      2,060387E+001
 114      2,060387E+001
 115      2,060387E+001
 116      2,060387E+001
 117      2,060387E+001
 118      2,060387E+001
 119      2,060387E+001
 120      2,060387E+001
 121      2,060387E+001
 122      2,060387E+001
 123      2,060387E+001
 124      2,060387E+001
 125      2,060387E+001
 126      2,060387E+001
 127      2,060387E+001
 128      2,060387E+001
 129      2,060387E+001
 130      2,060387E+001
 131      2,060387E+001
 132      2,060387E+001
 133      2,060387E+001
 134      2,060387E+001
 135      2,060387E+001
 136      2,060387E+001
 137      2,060387E+001
 138      2,060387E+001
 139      2,060387E+001
 140      2,060387E+001
 141      2,060387E+001
 142      2,060387E+001
 143      2,060387E+001
 144      2,060387E+001
 145      2,060387E+001
 146      2,060387E+001
 147      2,060387E+001
 148      2,060387E+001
 149      2,060387E+001
 150      2,060387E+001
 151      2,060387E+001
 152      2,060387E+001
 153      2,060387E+001
 154      2,060387E+001
 155      2,060387E+001
 156      2,060387E+001
 157      2,060387E+001
 158      2,060387E+001
 159      2,060387E+001
 160      2,060387E+001
 161      2,060387E+001
 162      2,060387E+001
 163      2,060387E+001
 164      2,060387E+001
 165      2,060387E+001
 166      2,060387E+001
 167      2,060387E+001
 168      2,060387E+001
 169      2,060387E+001
 170      2,060387E+001
 171      2,060387E+001
 172      2,060387E+001
 173      2,060387E+001
 174      2,060387E+001
 175      2,060387E+001
 176      2,060387E+001
 177      2,060387E+001
 178      2,060387E+001
 179      2,060387E+001
 180      2,060387E+001
 181      2,060387E+001
 182      2,060387E+001
 183      2,060387E+001
 184      2,060387E+001
 185      2,060387E+001
 186      2,060387E+001
 187      2,060387E+001
 188      2,060387E+001
 189      2,060387E+001
 190      2,060387E+001
 191      2,060387E+001
 192      2,060387E+001
 193      2,060387E+001
 194      2,060387E+001
 195      2,060387E+001
 196      2,060387E+001
 197      2,060387E+001
 198      2,060387E+001
 199      2,060387E+001
 200      2,060387E+001
 201      2,060387E+001
 202      2,060387E+001
 203      2,060387E+001
 204      2,060387E+001
 205      2,060387E+001
 206      2,060387E+001
 207      2,060387E+001
 208      2,060387E+001
 209      2,060387E+001
 210      2,060387E+001
 211      2,060387E+001
 212      2,060387E+001
 213      2,060387E+001
 214      2,060387E+001
 215      2,060387E+001
 216      2,060387E+001
 217      2,060387E+001
 218      2,060387E+001
 219      2,060387E+001
 220      2,060387E+001
 221      2,060387E+001
 222      2,060387E+001
 223      2,060387E+001
 224      2,060387E+001
 225      2,060387E+001
 226      2,060387E+001
 227      2,060387E+001
 228      2,060387E+001
 229      2,060387E+001
 230      2,060387E+001
 231      2,060387E+001
 232      2,060387E+001
 233      2,060387E+001
 234      2,060387E+001
 235      2,060387E+001
 236      2,060387E+001
 237      2,060387E+001
 238      2,060387E+001
 239      2,060387E+001
 240      2,060387E+001
 241      2,060387E+001
 242      2,060387E+001
 243      2,060387E+001
 244      2,060387E+001
 245      2,060387E+001
 246      2,060387E+001
 247      2,060387E+001
 248      2,060387E+001
 249      2,060387E+001
 250      2,060387E+001
 251      2,060387E+001
 252      2,060387E+001
 253      2,060387E+001
 254      2,060387E+001
 255      2,060387E+001
 256      2,060387E+001
 257      2,060387E+001
 258      2,060387E+001
 259      2,060387E+001
 260      2,060387E+001
 261      2,060387E+001
 262      2,060387E+001
 263      2,060387E+001
 264      2,060387E+001
 265      2,060387E+001
 266      2,060387E+001
 267      2,060387E+001
 268      2,060387E+001
 269      2,060387E+001
 270      2,060387E+001
 271      2,060387E+001
 272      2,060387E+001
 273      2,060387E+001
 274      2,060387E+001
 275      2,060387E+001
 276      2,060387E+001
 277      2,060387E+001
 278      2,060387E+001
 279      2,060387E+001
 280      2,060387E+001
 281      2,060387E+001
 282      2,060387E+001
 283      2,060387E+001
 284      2,060387E+001
 285      2,060387E+001
 286      2,060387E+001
 287      2,060387E+001
 288      2,060387E+001
